,,,,, (단위 : kwh) ,
, 육지공급 , 화력발전 , 풍력 , 태양광 , 기타 , 수요 
20150612," 5,898,841 "," 5,716,623 "," 177,913 "," 305,913 "," 73,198 "," 12,172,488 "
20150613," 5,381,496 "," 5,097,768 "," 1,049,458 "," 153,614 "," 74,232 "," 11,756,568 "
20150614," 5,400,133 "," 5,282,051 "," 321,582 "," 223,389 "," 76,502 "," 11,303,657 "
20150615," 5,831,404 "," 5,621,339 "," 187,113 "," 186,216 "," 78,907 "," 11,904,979 "
20150616," 5,915,579 "," 5,474,942 "," 170,633 "," 176,742 "," 79,181 "," 11,817,077 "
20150617," 5,821,763 "," 5,351,836 "," 400,283 "," 51,688 "," 72,784 "," 11,698,354 "
20150618," 5,359,375 "," 5,085,917 "," 987,619 "," 216,873 "," 78,428 "," 11,728,212 "
20150619," 5,890,273 "," 5,537,688 "," 114,449 "," 278,579 "," 76,338 "," 11,897,327 "
20150620," 5,459,946 "," 5,754,084 "," 23,574 "," 171,995 "," 69,948 "," 11,479,547 "
20150621," 5,252,194 "," 5,441,671 "," 52,924 "," 284,087 "," 57,875 "," 11,088,751 "
20150622," 5,712,054 "," 5,795,625 "," 45,390 "," 64,230 "," 78,483 "," 11,695,782 "
20150623," 5,876,819 "," 5,646,637 "," 126,031 "," 146,069 "," 54,126 "," 11,849,682 "
20150624," 5,759,114 "," 5,839,312 "," 320,747 "," 53,495 "," 3,671 "," 11,976,339 "
20150625," 5,539,554 "," 5,619,992 "," 751,789 "," 73,432 "," 1,773 "," 11,986,540 "
20150626," 3,526,293 "," 5,950,428 "," 2,262,072 "," 189,683 "," 15,479 "," 11,943,955 "
20150627," 5,293,497 "," 5,856,485 "," 349,107 "," 52,644 "," 17,290 "," 11,569,023 "
20150628," 5,359,081 "," 4,829,346 "," 526,961 "," 288,702 "," 22,841 "," 11,026,931 "
20150629," 5,758,997 "," 5,340,520 "," 189,906 "," 269,637 "," 77,205 "," 11,636,265 "
20150630," 5,806,455 "," 5,692,126 "," 457,995 "," 34,657 "," 70,324 "," 12,061,557 "
20150701," 5,241,632 "," 5,292,694 "," 1,055,024 "," 248,840 "," 75,279 "," 11,913,469 "
20150702," 5,975,380 "," 5,446,070 "," 71,683 "," 289,817 "," 81,387 "," 11,864,337 "
20150703," 4,948,920 "," 6,472,801 "," 332,268 "," 262,432 "," 84,109 "," 12,100,530 "
20150704," 3,946,236 "," 7,076,953 "," 256,016 "," 226,310 "," 77,149 "," 11,582,664 "
20150705," 4,415,098 "," 6,278,250 "," 133,466 "," 215,120 "," 72,420 "," 11,114,354 "
20150706," 5,823,546 "," 5,296,820 "," 241,743 "," 129,626 "," 68,585 "," 11,560,320 "
20150707," 5,312,395 "," 4,942,650 "," 1,409,560 "," 64,592 "," 66,137 "," 11,795,334 "
20150708," 5,675,968 "," 6,143,598 "," 603,825 "," 161,338 "," 69,668 "," 12,654,397 "
20150709," 5,746,002 "," 6,101,187 "," 512,403 "," 231,693 "," 76,640 "," 12,667,925 "
20150710," 5,684,820 "," 5,226,157 "," 1,053,895 "," 254,294 "," 73,325 "," 12,292,491 "
20150711," 4,681,810 "," 4,305,544 "," 2,801,467 "," 64,872 "," 66,519 "," 11,920,212 "
20150712," 4,382,387 "," 4,767,546 "," 2,608,612 "," 24,316 "," 50,329 "," 11,833,190 "
20150713," 5,171,285 "," 5,382,748 "," 1,359,527 "," 337,204 "," 66,405 "," 12,317,169 "
20150714," 5,980,928 "," 6,407,147 "," 150,386 "," 344,244 "," 67,676 "," 12,950,381 "
20150715," 5,897,726 "," 6,666,808 "," 103,665 "," 342,507 "," 68,954 "," 13,079,660 "
20150716," 5,884,792 "," 5,434,891 "," 860,642 "," 345,762 "," 77,362 "," 12,603,449 "
20150717," 5,780,779 "," 6,350,768 "," 201,542 "," 352,299 "," 76,284 "," 12,761,672 "
20150718," 5,880,531 "," 5,531,460 "," 344,289 "," 310,869 "," 73,503 "," 12,140,652 "
20150719," 5,901,403 "," 5,688,902 "," 256,542 "," 209,803 "," 66,278 "," 12,122,928 "
20150720," 5,932,220 "," 6,804,544 "," 152,213 "," 138,427 "," 66,626 "," 13,094,030 "
20150721," 5,963,940 "," 6,899,161 "," 74,987 "," 278,230 "," 74,927 "," 13,291,245 "
20150722," 6,070,424 "," 6,496,872 "," 713,288 "," 77,329 "," 78,468 "," 13,436,381 "
20150723," 5,687,593 "," 5,954,861 "," 1,992,766 "," 125,633 "," 77,535 "," 13,838,388 "
20150724," 5,497,203 "," 5,753,582 "," 2,450,937 "," 96,949 "," 79,022 "," 13,877,693 "
20150725," 5,920,837 "," 5,234,289 "," 1,777,264 "," 329,095 "," 74,551 "," 13,336,036 "
20150726," 5,973,065 "," 6,250,323 "," 205,999 "," 361,876 "," 80,143 "," 12,871,406 "
20150727," 5,955,608 "," 7,975,247 "," 101,489 "," 234,856 "," 77,866 "," 14,345,066 "
20150728," 5,869,804 "," 8,657,673 "," 118,836 "," 251,615 "," 70,320 "," 14,968,248 "
20150729," 5,417,086 "," 9,466,142 "," 243,275 "," 308,979 "," 83,858 "," 15,519,340 "
20150730," 6,097,523 "," 8,537,999 "," 284,753 "," 331,729 "," 61,836 "," 15,313,840 "
20150731," 6,071,783 "," 8,488,688 "," 243,538 "," 356,639 "," 75,427 "," 15,236,075 "
20150801," 6,146,416 "," 7,651,114 "," 266,496 "," 356,744 "," 74,126 "," 14,494,896 "
20150802," 6,025,678 "," 7,241,728 "," 371,916 "," 309,661 "," 81,937 "," 14,030,920 "
20150803," 5,821,890 "," 7,970,775 "," 674,721 "," 386,080 "," 65,881 "," 14,919,347 "
20150804," 5,987,136 "," 8,021,100 "," 701,462 "," 372,887 "," 64,192 "," 15,146,777 "
20150805," 6,107,383 "," 8,376,665 "," 297,222 "," 341,661 "," 81,233 "," 15,204,164 "
20150806," 6,118,703 "," 8,775,629 "," 176,072 "," 351,052 "," 80,722 "," 15,502,178 "
20150807," 6,143,149 "," 8,945,536 "," 209,628 "," 233,991 "," 81,050 "," 15,613,354 "
20150808," 6,124,478 "," 8,426,053 "," 71,810 "," 306,370 "," 84,966 "," 15,013,677 "
20150809," 6,206,192 "," 7,499,689 "," 50,584 "," 336,496 "," 80,794 "," 14,173,755 "
20150810," 6,094,887 "," 8,311,070 "," 133,590 "," 235,200 "," 79,845 "," 14,854,592 "
20150811," 5,957,367 "," 7,448,618 "," 912,497 "," 139,117 "," 79,086 "," 14,536,685 "
20150812," 5,886,454 "," 6,839,963 "," 800,840 "," 181,469 "," 65,662 "," 13,774,388 "
20150813," 5,796,916 "," 7,123,433 "," 616,440 "," 293,998 "," 68,583 "," 13,899,370 "
20150814," 5,950,011 "," 7,139,964 "," 73,586 "," 347,827 "," 66,126 "," 13,577,514 "
20150815," 5,794,540 "," 6,912,901 "," 123,598 "," 356,473 "," 82,379 "," 13,269,891 "
20150816," 5,682,521 "," 6,482,854 "," 464,744 "," 139,680 "," 81,714 "," 12,851,513 "
20150817," 5,647,110 "," 7,095,714 "," 397,343 "," 332,020 "," 76,083 "," 13,548,270 "
20150818," 5,854,056 "," 6,858,898 "," 706,237 "," 257,166 "," 73,360 "," 13,749,717 "
20150819," 5,755,531 "," 7,250,598 "," 572,184 "," 192,385 "," 74,029 "," 13,844,727 "
20150820," 6,017,813 "," 7,781,908 "," 153,113 "," 180,751 "," 64,563 "," 14,198,148 "
20150821," 5,468,705 "," 6,510,896 "," 1,564,622 "," 219,596 "," 64,974 "," 13,828,793 "
20150822," 5,806,775 "," 6,548,822 "," 275,914 "," 85,345 "," 68,465 "," 12,785,321 "
20150823," 5,296,738 "," 6,513,301 "," 250,181 "," 170,108 "," 64,843 "," 12,295,171 "
20150824," 5,176,717 "," 5,501,794 "," 2,160,657 "," 64,799 "," 68,815 "," 12,972,782 "
20150825," 5,157,034 "," 5,342,711 "," 1,782,955 "," 124,487 "," 63,848 "," 12,471,035 "
20150826," 5,239,830 "," 5,288,070 "," 1,595,596 "," 375,625 "," 62,526 "," 12,561,647 "
20150827," 5,938,434 "," 6,527,035 "," 210,304 "," 284,766 "," 65,267 "," 13,025,806 "
20150828," 5,905,508 "," 6,930,994 "," 67,543 "," 269,179 "," 77,775 "," 13,250,999 "
20150829," 5,960,274 "," 6,295,195 "," 18,958 "," 175,887 "," 81,228 "," 12,531,542 "
20150830," 5,778,537 "," 5,902,330 "," 21,344 "," 203,440 "," 76,694 "," 11,982,345 "
20150831," 5,833,810 "," 6,277,229 "," 522,809 "," 164,051 "," 78,013 "," 12,875,912 "
20150901," 5,272,785 "," 7,142,462 "," 276,189 "," 277,971 "," 78,385 "," 13,047,792 "
20150902," 5,896,796 "," 6,634,133 "," 285,967 "," 308,553 "," 79,374 "," 13,204,823 "
20150903," 5,891,345 "," 6,432,550 "," 554,008 "," 294,119 "," 77,989 "," 13,250,011 "
20150904," 5,853,581 "," 6,467,510 "," 415,525 "," 371,745 "," 76,947 "," 13,185,308 "
20150905," 5,746,620 "," 5,577,210 "," 850,086 "," 62,141 "," 79,488 "," 12,315,545 "
20150906," 4,662,498 "," 5,422,969 "," 1,335,423 "," 267,430 "," 71,633 "," 11,759,953 "
20150907," 4,906,641 "," 6,075,347 "," 949,875 "," 244,639 "," 74,977 "," 12,251,479 "
20150908," 5,180,596 "," 5,412,905 "," 1,133,806 "," 361,507 "," 74,026 "," 12,162,840 "
20150909," 5,392,393 "," 5,497,388 "," 793,605 "," 366,797 "," 71,109 "," 12,121,292 "
20150910," 5,877,685 "," 5,801,396 "," 309,851 "," 362,217 "," 74,581 "," 12,425,730 "
20150911," 5,912,114 "," 5,783,588 "," 312,774 "," 364,747 "," 80,122 "," 12,453,345 "
20150912," 4,580,487 "," 6,526,170 "," 825,466 "," 56,638 "," 82,182 "," 12,070,943 "
20150913," 3,536,270 "," 6,458,772 "," 901,231 "," 389,302 "," 76,350 "," 11,361,925 "
20150914," 4,575,214 "," 6,415,376 "," 817,332 "," 257,027 "," 79,956 "," 12,144,905 "
20150915," 4,544,737 "," 6,073,650 "," 1,365,775 "," 209,151 "," 77,850 "," 12,271,163 "
20150916," 4,263,773 "," 6,247,565 "," 1,599,312 "," 57,884 "," 76,122 "," 12,244,656 "
20150917," 1,895,793 "," 9,131,039 "," 772,910 "," 371,135 "," 72,709 "," 12,243,586 "
20150918," 1,211,082 "," 10,422,919 "," 291,873 "," 317,985 "," 73,987 "," 12,317,846 "
20150919," 1,229,060 "," 10,260,409 "," 181,332 "," 291,594 "," 79,335 "," 12,041,730 "
20150920," 1,233,593 "," 10,036,036 "," 131,846 "," 237,244 "," 76,840 "," 11,715,559 "
20150921," 1,215,177 "," 10,620,860 "," 218,121 "," 278,524 "," 76,019 "," 12,408,701 "
20150922," 1,199,878 "," 10,438,413 "," 565,260 "," 239,810 "," 76,401 "," 12,519,762 "
20150923," 1,804,406 "," 8,805,829 "," 1,697,916 "," 31,694 "," 77,394 "," 12,417,239 "
20150924," 4,078,715 "," 6,484,069 "," 1,410,567 "," 158,140 "," 76,838 "," 12,208,329 "
20150925," 4,698,748 "," 6,587,217 "," 310,703 "," 227,937 "," 80,717 "," 11,905,322 "
20150926," 4,423,120 "," 5,931,518 "," 529,178 "," 342,385 "," 81,548 "," 11,307,749 "
20150927," 3,868,636 "," 5,475,024 "," 720,138 "," 326,655 "," 78,062 "," 10,468,515 "
20150928," 4,014,927 "," 5,637,844 "," 853,971 "," 336,661 "," 72,464 "," 10,915,867 "
20150929," 3,896,213 "," 5,703,217 "," 1,371,352 "," 242,384 "," 71,612 "," 11,284,778 "
20150930," 3,597,175 "," 6,854,063 "," 1,341,825 "," 25,489 "," 58,882 "," 11,877,434 "
20151001," 3,204,348 "," 6,351,603 "," 2,897,831 "," 28,598 "," 48,636 "," 12,531,016 "
20151002," 2,789,287 "," 6,629,575 "," 1,839,802 "," 409,441 "," 68,402 "," 11,736,507 "
20151003," 3,469,571 "," 7,252,615 "," 373,823 "," 360,195 "," 77,818 "," 11,534,022 "
20151004," 3,292,518 "," 6,652,021 "," 866,698 "," 304,336 "," 84,177 "," 11,199,750 "
20151005," 3,493,751 "," 7,884,032 "," 157,729 "," 276,146 "," 85,091 "," 11,896,749 "
20151006," 3,479,662 "," 7,884,742 "," 152,275 "," 377,086 "," 90,794 "," 11,984,559 "
20151007," 3,414,456 "," 7,913,043 "," 314,156 "," 332,334 "," 86,606 "," 12,060,595 "
20151008," 3,498,582 "," 7,680,254 "," 610,778 "," 180,075 "," 88,607 "," 12,058,296 "
20151009," 2,867,334 "," 6,418,321 "," 1,742,908 "," 346,654 "," 90,836 "," 11,466,053 "
20151010," 3,260,737 "," 6,923,524 "," 958,936 "," 288,304 "," 91,524 "," 11,523,025 "
20151011," 2,854,766 "," 5,617,157 "," 2,335,633 "," 303,867 "," 55,903 "," 11,167,326 "
20151012," 3,251,119 "," 6,209,710 "," 2,013,753 "," 349,065 "," 50,357 "," 11,874,004 "
20151013," 2,881,527 "," 7,544,136 "," 1,177,067 "," 377,150 "," 74,460 "," 12,054,340 "
20151014," 3,685,534 "," 7,233,302 "," 768,160 "," 378,249 "," 67,594 "," 12,132,839 "
20151015," 3,123,955 "," 8,601,516 "," 80,600 "," 300,134 "," 68,922 "," 12,175,127 "
20151016," 3,666,343 "," 7,649,871 "," 332,528 "," 346,653 "," 72,078 "," 12,067,473 "
20151017," 3,228,046 "," 7,741,149 "," 340,591 "," 358,756 "," 75,084 "," 11,743,626 "
20151018," 3,721,624 "," 6,928,821 "," 267,872 "," 357,066 "," 69,071 "," 11,344,454 "
20151019," 3,111,738 "," 8,268,980 "," 274,010 "," 321,673 "," 72,159 "," 12,048,560 "
20151020," 3,072,374 "," 8,451,038 "," 307,542 "," 243,051 "," 70,069 "," 12,144,074 "
20151021," 3,043,463 "," 8,448,399 "," 468,200 "," 252,514 "," 66,504 "," 12,279,080 "
20151022," 3,077,444 "," 7,783,821 "," 1,082,518 "," 265,360 "," 68,219 "," 12,277,362 "
20151023," 3,712,776 "," 7,852,204 "," 308,221 "," 274,359 "," 67,194 "," 12,214,754 "
20151024," 3,281,436 "," 7,405,529 "," 741,673 "," 319,085 "," 66,854 "," 11,814,577 "
20151025," 3,175,642 "," 6,400,335 "," 1,448,794 "," 276,379 "," 71,926 "," 11,373,076 "
20151026," 3,423,791 "," 7,522,866 "," 673,195 "," 306,562 "," 75,009 "," 12,001,423 "
20151027," 3,499,912 "," 5,860,536 "," 2,548,406 "," 113,853 "," 75,695 "," 12,098,402 "
20151028," 3,821,125 "," 6,817,509 "," 1,009,338 "," 288,428 "," 84,480 "," 12,020,880 "
20151029," 3,884,118 "," 7,962,032 "," 134,027 "," 116,008 "," 90,868 "," 12,187,053 "
20151030," 3,768,481 "," 5,797,528 "," 2,232,762 "," 257,911 "," 92,885 "," 12,149,567 "
20151031," 3,925,779 "," 5,468,484 "," 2,045,022 "," 361,817 "," 95,662 "," 11,896,764 "
20151101," 4,539,424 "," 7,029,360 "," 158,158 "," 49,642 "," 95,645 "," 11,872,229 "
20151102," 4,384,948 "," 6,557,911 "," 1,063,229 "," 263,254 "," 100,303 "," 12,369,645 "
20151103," 3,774,954 "," 7,904,758 "," 359,866 "," 348,987 "," 103,421 "," 12,491,986 "
20151104," 3,048,090 "," 8,891,660 "," 160,870 "," 309,381 "," 100,987 "," 12,510,988 "
20151105," 4,042,326 "," 8,041,726 "," 173,770 "," 82,769 "," 96,451 "," 12,437,042 "
20151106," 4,224,243 "," 6,687,145 "," 1,113,924 "," 163,235 "," 99,332 "," 12,287,879 "
20151107," 4,174,892 "," 6,013,143 "," 1,867,621 "," 13,482 "," 81,236 "," 12,150,374 "
20151108," 4,524,898 "," 6,045,018 "," 1,013,503 "," 54,957 "," 87,224 "," 11,725,600 "
20151109," 3,674,543 "," 6,311,724 "," 2,393,181 "," 39,987 "," 85,971 "," 12,505,406 "
20151110," 3,603,714 "," 6,524,722 "," 2,265,049 "," 162,241 "," 91,435 "," 12,647,161 "
20151111," 4,097,085 "," 7,480,153 "," 1,067,559 "," 94,150 "," 100,177 "," 12,839,124 "
20151112," 3,261,085 "," 7,416,573 "," 1,688,445 "," 185,015 "," 102,111 "," 12,653,229 "
20151113," 4,399,396 "," 6,609,536 "," 1,739,054 "," 13,461 "," 94,440 "," 12,855,887 "
20151114," 4,766,499 "," 6,382,239 "," 1,125,441 "," 41,504 "," 92,853 "," 12,408,536 "
20151115," 3,862,819 "," 6,573,662 "," 1,028,899 "," 301,575 "," 96,482 "," 11,863,437 "
20151116," 3,819,581 "," 7,726,376 "," 934,240 "," 70,901 "," 93,306 "," 12,644,404 "
20151117," 4,741,207 "," 7,133,308 "," 556,376 "," 79,301 "," 96,288 "," 12,606,480 "
20151118," 4,315,324 "," 6,845,666 "," 1,483,223 "," 40,098 "," 98,553 "," 12,782,864 "
20151119," 5,206,242 "," 7,050,698 "," 601,035 "," 21,457 "," 46,908 "," 12,926,340 "
20151120," 4,965,423 "," 7,121,519 "," 661,022 "," 91,312 "," 26,903 "," 12,866,179 "
20151121," 5,206,703 "," 6,679,324 "," 402,522 "," 122,138 "," 69,536 "," 12,480,223 "
20151122," 5,071,339 "," 6,069,071 "," 611,884 "," 138,878 "," 75,205 "," 11,966,377 "
20151123," 5,711,689 "," 6,182,989 "," 827,339 "," 30,554 "," 88,629 "," 12,841,200 "
20151124," 4,348,865 "," 6,565,337 "," 1,711,205 "," 245,805 "," 92,193 "," 12,963,405 "
20151125," 4,528,734 "," 6,522,372 "," 2,275,926 "," 65,492 "," 93,911 "," 13,486,435 "
20151126," 4,137,694 "," 6,611,177 "," 3,513,479 "," 133,350 "," 90,216 "," 14,485,916 "
20151127," 5,206,932 "," 7,674,893 "," 1,803,076 "," 65,466 "," 26,986 "," 14,777,353 "
20151128," 4,953,633 "," 8,363,655 "," 185,088 "," 186,577 "," 18,703 "," 13,707,656 "
20151129," 4,774,661 "," 8,141,759 "," 110,421 "," 94,413 "," 46,571 "," 13,167,825 "
20151130," 3,999,055 "," 8,094,540 "," 1,239,817 "," 236,590 "," 90,927 "," 13,660,929 "
20151201," 4,444,558 "," 8,516,895 "," 357,498 "," 278,263 "," 78,205 "," 13,675,419 "
20151202," 3,786,593 "," 8,340,724 "," 1,512,887 "," 69,137 "," 75,674 "," 13,785,015 "
20151203," 3,565,822 "," 7,557,217 "," 3,355,767 "," 111,506 "," 85,834 "," 14,676,146 "
20151204," 3,543,902 "," 7,933,268 "," 3,199,898 "," 112,686 "," 89,901 "," 14,879,655 "
20151205," 3,450,970 "," 9,299,517 "," 1,292,158 "," 74,757 "," 89,900 "," 14,207,302 "
20151206," 3,501,359 "," 8,883,937 "," 1,174,647 "," 47,997 "," 81,911 "," 13,689,851 "
20151207," 3,624,345 "," 7,778,854 "," 2,561,292 "," 301,444 "," 82,191 "," 14,348,126 "
20151208," 4,118,390 "," 7,676,923 "," 2,313,811 "," 280,579 "," 52,784 "," 14,442,487 "
20151209," 5,125,562 "," 8,477,405 "," 150,540 "," 202,290 "," 18,960 "," 13,974,757 "
20151210," 4,736,177 "," 8,202,259 "," 792,638 "," 16,050 "," 28,084 "," 13,775,208 "
20151211," 3,923,506 "," 6,918,766 "," 2,855,806 "," 145,748 "," 27,058 "," 13,870,884 "
20151212," 4,577,766 "," 7,579,018 "," 1,126,515 "," 107,937 "," 24,919 "," 13,416,155 "
20151213," 4,168,289 "," 8,139,310 "," 291,476 "," 113,207 "," 23,439 "," 12,735,721 "
20151214," 4,643,649 "," 8,251,840 "," 836,646 "," 23,830 "," 24,757 "," 13,780,722 "
20151215," 3,653,394 "," 7,749,073 "," 2,783,082 "," 72,453 "," 22,007 "," 14,280,009 "
20151216," 4,294,593 "," 7,305,334 "," 3,436,929 "," 102,946 "," 23,161 "," 15,162,963 "
20151217," 3,966,250 "," 8,618,107 "," 3,190,822 "," 89,232 "," 12,781 "," 15,877,192 "
20151218," 5,312,150 "," 8,843,707 "," 1,231,243 "," 65,592 "," 26,557 "," 15,479,249 "
20151219," 5,243,841 "," 8,533,074 "," 578,011 "," 267,971 "," 23,435 "," 14,646,332 "
20151220," 6,359,750 "," 7,317,946 "," 133,991 "," 47,411 "," 24,350 "," 13,883,448 "
20151221," 5,235,770 "," 8,245,358 "," 810,016 "," 154,729 "," 26,886 "," 14,472,759 "
20151222," 5,377,945 "," 8,278,130 "," 198,935 "," 195,022 "," 26,780 "," 14,076,812 "
20151223," 5,149,431 "," 8,226,516 "," 518,668 "," 65,300 "," 58,539 "," 14,018,454 "
20151224," 4,359,868 "," 6,531,847 "," 3,174,994 "," 193,318 "," 88,576 "," 14,348,603 "
20151225," 4,725,313 "," 6,295,644 "," 2,664,866 "," 290,624 "," 90,227 "," 14,066,674 "
20151226," 6,047,011 "," 6,762,001 "," 1,017,444 "," 213,571 "," 94,933 "," 14,134,960 "
20151227," 4,833,560 "," 6,376,614 "," 2,608,021 "," 155,605 "," 91,190 "," 14,064,990 "
20151228," 4,588,239 "," 7,474,937 "," 3,197,925 "," 152,539 "," 83,770 "," 15,497,410 "
20151229," 5,333,902 "," 8,436,820 "," 1,258,128 "," 236,847 "," 90,400 "," 15,356,097 "
20151230," 5,670,346 "," 8,743,701 "," 294,761 "," 219,086 "," 96,826 "," 15,024,720 "
20151231," 4,761,817 "," 7,854,608 "," 2,185,841 "," 126,377 "," 99,615 "," 15,028,258 "
20160101," 6,153,299 "," 7,022,808 "," 404,365 "," 170,488 "," 100,488 "," 13,851,448 "
20160102," 6,244,381 "," 7,158,045 "," 69,661 "," 124,850 "," 97,904 "," 13,694,841 "
20160103," 6,351,578 "," 6,475,392 "," 249,820 "," 184,497 "," 97,037 "," 13,358,324 "
20160104," 5,523,184 "," 7,123,860 "," 1,349,350 "," 157,822 "," 99,425 "," 14,253,641 "
20160105," 6,233,918 "," 7,705,875 "," 1,343,862 "," 16,029 "," 93,991 "," 15,393,675 "
20160106," 5,613,418 "," 6,468,144 "," 2,902,523 "," 182,078 "," 92,129 "," 15,258,292 "
20160107," 6,379,610 "," 6,566,634 "," 2,877,066 "," 80,964 "," 90,199 "," 15,994,473 "
20160108," 6,306,126 "," 7,677,049 "," 1,909,721 "," 96,954 "," 87,323 "," 16,077,173 "
20160109," 6,794,129 "," 7,401,693 "," 1,026,212 "," 141,398 "," 92,604 "," 15,456,036 "
20160110," 6,958,223 "," 6,668,428 "," 634,749 "," 195,448 "," 92,646 "," 14,549,494 "
20160111," 5,847,872 "," 7,179,165 "," 2,455,780 "," 128,905 "," 93,930 "," 15,705,652 "
20160112," 5,912,911 "," 7,015,840 "," 3,085,665 "," 140,330 "," 97,892 "," 16,252,638 "
20160113," 6,252,824 "," 7,401,581 "," 2,833,133 "," 108,724 "," 95,532 "," 16,691,794 "
20160114," 6,132,428 "," 8,201,355 "," 1,728,945 "," 213,483 "," 98,781 "," 16,374,992 "
20160115," 6,841,409 "," 8,892,309 "," 61,498 "," 177,665 "," 88,619 "," 16,061,500 "
20160116," 6,727,198 "," 8,012,203 "," 113,315 "," 270,370 "," 99,654 "," 15,222,740 "
20160117," 6,593,658 "," 6,541,126 "," 1,678,504 "," 17,616 "," 94,952 "," 14,925,856 "
20160118," 5,360,003 "," 7,338,904 "," 3,673,154 "," 87,793 "," 95,771 "," 16,555,625 "
20160119," 5,828,661 "," 7,891,818 "," 3,281,455 "," 90,587 "," 86,860 "," 17,179,381 "
20160120," 6,356,144 "," 7,897,615 "," 2,751,736 "," 108,045 "," 89,152 "," 17,202,692 "
20160121," 6,221,572 "," 7,585,579 "," 3,450,028 "," 61,277 "," 91,463 "," 17,409,919 "
20160122," 5,929,631 "," 7,765,046 "," 3,035,845 "," 223,092 "," 91,859 "," 17,045,473 "
20160123," 5,999,310 "," 7,179,162 "," 3,717,853 "," 29,801 "," 63,869 "," 16,989,995 "
20160124," 6,774,635 "," 7,363,809 "," 2,581,888 "," 6,778 "," 7,850 "," 16,734,960 "
20160125," 7,268,077 "," 7,798,480 "," 1,749,038 "," 38,954 "," 9,362 "," 16,863,911 "
20160126," 5,370,715 "," 9,765,751 "," 1,396,420 "," 182,580 "," 33,103 "," 16,748,569 "
20160127," 7,009,142 "," 9,189,587 "," 259,248 "," 87,537 "," 87,335 "," 16,632,849 "
20160128," 6,852,481 "," 8,567,630 "," 971,383 "," 19,836 "," 83,941 "," 16,495,271 "
20160129," 7,018,439 "," 7,218,072 "," 2,017,901 "," 18,285 "," 88,149 "," 16,360,846 "
20160130," 7,267,830 "," 7,167,566 "," 915,900 "," 44,964 "," 94,568 "," 15,490,828 "
20160131," 5,505,322 "," 6,036,429 "," 3,354,178 "," 199,526 "," 95,570 "," 15,191,025 "
20160201," 5,386,622 "," 7,424,206 "," 3,893,218 "," 102,305 "," 94,585 "," 16,900,936 "
20160202," 5,123,413 "," 8,312,486 "," 3,182,595 "," 214,464 "," 94,561 "," 16,927,519 "
20160203," 4,900,576 "," 9,027,112 "," 2,300,365 "," 327,804 "," 98,157 "," 16,654,014 "
20160204," 4,960,312 "," 9,085,358 "," 1,684,341 "," 237,955 "," 96,030 "," 16,063,996 "
20160205," 4,334,497 "," 8,671,430 "," 2,442,141 "," 328,969 "," 93,023 "," 15,870,060 "
20160206," 4,181,148 "," 7,920,928 "," 3,342,310 "," 146,577 "," 93,684 "," 15,684,647 "
20160207," 5,892,310 "," 7,129,456 "," 1,770,100 "," 186,785 "," 94,965 "," 15,073,616 "
20160208," 5,770,574 "," 6,158,004 "," 1,317,396 "," 309,871 "," 85,802 "," 13,641,647 "
20160209," 5,783,905 "," 6,325,210 "," 1,190,853 "," 388,478 "," 90,808 "," 13,779,254 "
